
0,2.0776130490747744,1671276200826
1,1.9786366017079,1671276200829
2,1.8060591226057485,1671276200832
3,1.5909246010512716,1671276200835
4,1.3768950917436373,1671276200838
7,1.055786340230387,1671276200842
8,1.038299301567248,1671276200845
15,0.7662968662654497,1671276200852
16,0.8005633124174153,1671276200856
31,0.6147252515049474,1671276200868
32,0.637232586612463,1671276200871
63,0.5345351457446023,1671276200896
64,0.5502148476900459,1671276200900
127,0.4955128948846813,1671276200950
128,0.49987065236272804,1671276200953
255,0.485134788219108,1671276201037
256,0.485134782989549,1671276201039
